Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Cayman Islands,CYM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,13.22
Cayman Islands,CYM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,82.190243902439,..,..,..,..,..,..,..
Central African Republic,CAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.5,38.248,37.981,37.683,37.343,36.959,36.542,36.113,35.7,..
Central African Republic,CAF,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.1
Central African Republic,CAF,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,292,277,263,253,251,265,302,349,380,..
Central African Republic,CAF,Income share held by highest 10%,SI.DST.10TH.10,46.2,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.19,46.862,47.56,48.284,49.041,49.825,50.621,51.41,52.171,..
Central Europe and the Baltics,CEB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7440527669635,10.7817448924069,10.5433297981963,9.97322278608419,9.97663319700431,9.63832192953901,9.87696009917429,9.85008896910799,9.98166060732093,..
Central Europe and the Baltics,CEB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.86349863492844
Central Europe and the Baltics,CEB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5775390218701,74.9318257000873,75.2953487288,75.8884748834282,75.993488603453,76.3551629869808,76.6854764213554,76.5910702431929,76.603130126638,..
Chad,TCD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.81,47.252,46.68,46.104,45.53,44.963,44.407,43.864,43.331,..
Chad,TCD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.1
Chad,TCD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,305,313,317,317,309,301,288,276,261,..
Chad,TCD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,32.4,..,..,..,..,..,..
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.182,49.691,50.233,50.778,51.3,51.778,52.204,52.575,52.903,..
Channel Islands,CHI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.923,9.821,9.732,9.652,9.58,9.512,9.448,9.388,9.332,..
Channel Islands,CHI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.28
Channel Islands,CHI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.729,79.947,80.145,80.326,80.494,80.654,80.807,80.958,81.107,..
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.923,14.699,14.466,14.231,14.006,13.797,13.608,13.437,13.281,..
Chile,CHL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.46
Chile,CHL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,26,27,27,28,26,25,23,22,20,..
Chile,CHL,Income share held by highest 10%,SI.DST.10TH.10,..,39.7,..,38.5,..,38.4,..,38,..,..
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.193,78.32,78.454,78.599,78.758,78.931,79.117,79.315,79.522,..
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.14,12.13,11.9,11.93,12.1,12.08,12.37,12.07,12,..
China,CHN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.74
China,CHN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,121,116,108,101,94,88,83,78,74,..
China,CHN,Income share held by highest 10%,SI.DST.10TH.10,31.8,..,..,..,31.4,..,..,..,..,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.808,75.032,75.236,75.425,75.602,75.769,75.932,76.092,76.252,..
Colombia,COL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.842,17.452,17.079,16.727,16.393,16.074,15.77,15.479,15.198,..
Colombia,COL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.44
Colombia,COL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,65,64,67,75,79,78,73,67,62,..
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,43.7,43.1,43.5,42.4,41.4,41.6,41.6,40,40,..
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.952,73.143,73.325,73.5,73.673,73.847,74.022,74.2,74.381,..
Comoros,COM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.691,35.464,35.209,34.916,34.581,34.204,33.786,33.334,32.856,..
Comoros,COM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.88
Comoros,COM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,33.7,..,..,..,..
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.094,61.475,61.862,62.24,62.596,62.923,63.216,63.473,63.701,..
"Congo, Dem. Rep.",COD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.307,45.105,44.856,44.549,44.187,43.772,43.31,42.809,42.28,..
"Congo, Dem. Rep.",COD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.1
"Congo, Dem. Rep.",COD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,32,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.743,56.35,56.907,57.418,57.894,58.347,58.782,59.205,59.621,..
"Congo, Rep.",COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.714,38.402,38.022,37.567,37.043,36.466,35.856,35.234,34.629,..
"Congo, Rep.",COG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.2
"Congo, Rep.",COG,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,236,234,226,217,204,190,188,196,206,..
"Congo, Rep.",COG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,37.9,..,..,..,..,..,..
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.321,59.452,60.473,61.37,62.169,62.89,63.536,64.112,64.625,..
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.345,16.102,15.84,15.564,15.287,15.022,14.768,14.525,14.289,..
Costa Rica,CRI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.78
Costa Rica,CRI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,36,35,36,37,37,38,40,39,35,..
Costa Rica,CRI,Income share held by highest 10%,SI.DST.10TH.10,37.7,39.4,37.1,37.1,37,37.4,36.9,36.8,37.3,..
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.481,78.613,78.756,78.911,79.077,79.254,79.44,79.634,79.831,..
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.619,38.406,38.203,38.002,37.796,37.579,37.348,37.099,36.832,..
Cote d'Ivoire,CIV,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Cote d'Ivoire,CIV,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,97,99,102,103,102,99,96,94,93,..
Cote d'Ivoire,CIV,Income share held by highest 10%,SI.DST.10TH.10,32.6,..,..,..,..,..,..,31.9,..,..
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.321,49.883,50.423,50.945,51.463,51.989,52.52,53.053,53.582,..
Croatia,HRV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,10.1,9.8,9.6,9.8,9.4,9.3,8.9,9,..
Croatia,HRV,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.59
Croatia,HRV,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,Income share held by highest 10%,SI.DST.10TH.10,..,24.2,23.9,23.7,23.8,23.7,23.9,23,..,..
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,..
Cuba,CUB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.046,11.027,11.042,11.068,11.087,11.08,11.04,10.966,10.865,..
Cuba,CUB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.27
Cuba,CUB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,12,14,15,15,15,12,10,8,7,..
Cuba,CUB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.672,78.833,78.959,79.064,79.167,79.282,79.415,79.57,79.742,..
Curacao,CUW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,13,13.6,13.1,13.4,12.7,12.6,11.9,11.2,..
Curacao,CUW,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.62
Curacao,CUW,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.309756097561,76.1560975609756,..,77.4731707317073,..,..,77.8243902439025,..,77.8731707317073,..
Cyprus,CYP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.626,11.577,11.515,11.436,11.342,11.237,11.118,10.984,10.834,..
Cyprus,CYP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.24
Cyprus,CYP,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Income share held by highest 10%,SI.DST.10TH.10,26.2,26.2,25.7,26.7,28,30.8,28.8,27.4,..,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.071,79.245,79.43,79.62,79.81,79.995,80.173,80.344,80.508,..
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5,11.3,11.2,10.4,10.3,10.2,10.4,10.5,10.7,..
Czech Republic,CZE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.82
Czech Republic,CZE,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,Income share held by highest 10%,SI.DST.10TH.10,22.9,22.3,22.4,22.2,22.1,22.6,22.1,22.1,..,..
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9756097560976,77.0780487804878,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,78.3317073170732,..
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8,11.4,11.4,10.6,10.4,10,10.1,10.2,10.8,..
Denmark,DNK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.41
Denmark,DNK,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Income share held by highest 10%,SI.DST.10TH.10,21,21.8,22.5,22.7,23.1,23.7,23.5,23.8,..,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.4463414634146,78.5975609756098,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.7048780487805,..
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.191,25.659,25.193,24.784,24.409,24.05,23.699,23.35,23.002,..
Djibouti,DJI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.05
Djibouti,DJI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,230,203,188,178,169,156,143,130,118,..
Djibouti,DJI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,34.4,34.1,..,..,..,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.345,59.865,60.383,60.87,61.31,61.691,62.006,62.26,62.465,..
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,13.0599104143337,..,..,..,12,..,..,..
Dominica,DMA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.62
Dominica,DMA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.857,22.532,22.205,21.875,21.539,21.2,20.857,20.513,20.17,..
Dominican Republic,DOM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.2
Dominican Republic,DOM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,155,146,141,129,112,98,91,88,86,..
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,37.5,38.4,36.2,37.2,35.6,37.4,33.3,34.5,35,..
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.29,72.498,72.702,72.901,73.098,73.292,73.483,73.673,73.861,..
Early-demographic dividend,EAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.6411924530572,23.2786052613278,22.9146267971781,22.5472899944017,22.1943431240819,21.8668103301352,21.5406737634071,21.2127626491066,20.8797871049374,..
Early-demographic dividend,EAR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.32612071245533
Early-demographic dividend,EAR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,123.27862243837,115.336203070221,108.913250264633,104.21931312014,100.904661543814,98.478456652035,97.0946002161994,96.0007463001306,94.6379200530063,..
Early-demographic dividend,EAR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.2173836075783,67.5901777188973,67.9557324425197,68.3081043461813,68.6427759351782,68.9576575246554,69.2486396460121,69.5169409710616,69.7662711291935,..
East Asia & Pacific,EAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.1480313999947,14.0701027774676,13.8809146112078,13.8534222119531,13.9166298451961,13.7890638331317,13.8970191330386,13.648152982376,13.5049690285165,..
East Asia & Pacific,EAS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.57232809701461
East Asia & Pacific,EAS,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,121.385919037431,115.87106487123,107.305494669266,99.4247447822692,91.9116167577586,85.9146483380621,81.5744012601581,77.0901678036051,73.6584359274112,..
East Asia & Pacific,EAS,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.9808397352339,74.2072639953092,74.3839146463837,74.5460644618497,74.7411842008234,74.9190715423245,75.0860081183076,75.2489157797136,75.3957316449765,..
East Asia & Pacific (excluding high income),EAP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.7130402790462,14.6512624618367,14.4390626490087,14.4018137315745,14.4544946303388,14.3738763254107,14.4975448160605,14.2193757081829,14.0936947862706,..
East Asia & Pacific (excluding high income),EAP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.84131341452064
East Asia & Pacific (excluding high income),EAP,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,125.095101627236,119.35302841614,110.473613293302,102.333871142808,94.5974470271548,88.4196328262483,83.5157742362064,78.9400087693892,75.416880568646,..
East Asia & Pacific (excluding high income),EAP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0702965937426,73.2836488892432,73.4823446954104,73.6691348505637,73.845817643227,74.0134910071165,74.1762412179218,74.3349735695129,74.4925325576175,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.7128859617215,14.6533326970461,14.4406878214712,14.404868684712,14.4595296822647,14.3788597987582,14.5047236382612,14.2237138002006,14.0969214435764,..
East Asia & Pacific (IDA & IBRD countries),TEA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.90165092828146
East Asia & Pacific (IDA & IBRD countries),TEA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,122.888559160919,116.822776153738,107.644385350955,99.3048933190792,91.4381363970198,85.1883070796777,80.229158488578,75.6026163785226,72.0555474133062,..
East Asia & Pacific (IDA & IBRD countries),TEA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1234997434121,73.3356359984053,73.5318739586159,73.7153837228984,73.888692613335,74.0534307804421,74.2139076788083,74.3710640140637,74.5276559956051,..
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.383,22.148,21.898,21.631,21.352,21.066,20.774,20.477,20.175,..
Ecuador,ECU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.55
Ecuador,ECU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,118,113,104,94,83,76,73,72,70,..
Ecuador,ECU,Income share held by highest 10%,SI.DST.10TH.10,38.1,37.1,37.5,34.1,34.6,35.7,34.4,34.9,34.3,..
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.678,74.859,75.046,75.244,75.449,75.661,75.879,76.102,76.327,..
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.91,26.489,27.093,27.6,27.907,27.949,27.707,27.202,26.494,..
"Egypt, Arab Rep.",EGY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,17.31
"Egypt, Arab Rep.",EGY,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,26,25,22,17,13,12,12,12,12,..
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,SI.DST.10TH.10,27,..,27.3,..,26,..,..,27.8,..,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.98,70.167,70.357,70.55,70.742,70.933,71.12,71.304,71.484,..
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.175,19.885,19.62,19.382,19.175,18.997,18.839,18.69,18.538,..
El Salvador,SLV,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.87
El Salvador,SLV,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,73,75,77,81,86,88,88,86,85,..
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,36.1,36,33.2,32.8,32.6,34.2,32.2,31.8,30.7,..
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.291,71.599,71.902,72.195,72.479,72.753,73.015,73.267,73.512,..
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.438,37.944,37.418,36.868,36.305,35.739,35.179,34.635,34.114,..
Equatorial Guinea,GNQ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.78
Equatorial Guinea,GNQ,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.19,55.543,55.908,56.265,56.601,56.905,57.18,57.434,57.681,..
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.57,36.298,35.889,35.362,34.759,34.12,33.469,32.826,32.2,..
Eritrea,ERI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.05
Eritrea,ERI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.94,61.591,62.181,62.718,63.22,63.703,64.174,64.636,65.092,..
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12,11.8,11.9,11.1,10.6,10.3,10.3,10.6,10.7,..
Estonia,EST,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.02
Estonia,EST,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,24.9,24.4,24.3,24.7,25.2,26.6,26.2,24.4,..,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.7365853658537,..
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.137,35.439,34.831,34.293,33.792,33.301,32.806,32.299,31.779,..
Ethiopia,ETH,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.47
Ethiopia,ETH,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,314,304,291,276,264,256,250,244,236,..
Ethiopia,ETH,Income share held by highest 10%,SI.DST.10TH.10,..,..,27.4,..,..,..,..,31.4,..,..
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.58,60.643,61.625,62.501,63.275,63.952,64.535,65.037,65.475,..
Euro area,EMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.554178840674,10.3427158720868,10.3578488125416,10.1605828177947,10.0003242520096,9.73432767626367,9.79606036301915,9.6672539616521,9.60497137190793,..
Euro area,EMU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.23754021410988
Euro area,EMU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.3029158374912,80.5051815800699,80.7467810041428,81.2328031748937,81.2270979386238,81.5129528903896,81.9332888456329,81.5596100692018,81.5599298047669,..
Europe & Central Asia,ECS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.7156745670745,12.6696831323424,12.6964898005195,12.539967996874,12.6080332288626,12.4217696486688,12.4894826287734,12.3954313378444,12.2330412709374,..
Europe & Central Asia,ECS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.80025314428755
Europe & Central Asia,ECS,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2474934805903,75.6407690582016,75.9292326451287,76.4417573702601,76.588404959959,76.901452601713,77.2175838243798,77.1566342219048,77.281446041516,..
Europe & Central Asia (excluding high income),ECA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.9058025995099,15.0205501340667,15.0415409139229,14.9824809181733,15.2620435740022,15.2341920975305,15.2993424195808,15.2327383628496,14.8746961801596,..
Europe & Central Asia (excluding high income),ECA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.90492612237652
Europe & Central Asia (excluding high income),ECA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8710004576859,70.4705462438662,70.7741392561805,71.3417600794036,71.6682039260765,72.0627234831536,72.2654704208553,72.5357946123156,72.814723142868,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.5063128140522,14.6133866962603,14.6322405108856,14.5201641515114,14.7689796727806,14.7090525874059,14.7873451149407,14.7099796868395,14.4227243197914,..
